room_member_id,room_no,user_no,status,is_hidden,joined_at,left_at
300064,19,785,ACTIVE,FALSE,2026-01-01 13:25:27,
300065,19,647,ACTIVE,FALSE,2026-01-01 13:23:27,
300066,19,714,ACTIVE,FALSE,2026-01-01 13:01:27,
300067,19,398,ACTIVE,FALSE,2026-01-01 13:24:27,
300068,20,774,ACTIVE,FALSE,2026-01-01 13:14:28,
300069,20,22,ACTIVE,FALSE,2026-01-01 13:30:28,
300070,20,632,ACTIVE,FALSE,2026-01-01 13:17:28,
300071,21,231,ACTIVE,FALSE,2026-01-01 13:35:40,
300072,21,946,ACTIVE,FALSE,2026-01-01 13:45:40,
300073,21,743,ACTIVE,FALSE,2026-01-01 13:47:40,
300074,22,61,ACTIVE,FALSE,2026-01-01 14:00:42,
300075,22,249,ACTIVE,FALSE,2026-01-01 13:50:42,
300076,22,211,ACTIVE,FALSE,2026-01-01 13:31:42,
300077,22,553,ACTIVE,FALSE,2026-01-01 13:32:42,
300078,23,498,ACTIVE,FALSE,2026-01-01 14:07:12,
300079,23,178,ACTIVE,FALSE,2026-01-01 13:55:12,
300080,24,675,ACTIVE,FALSE,2026-01-01 14:05:41,
300081,24,181,ACTIVE,FALSE,2026-01-01 13:53:41,
300082,24,621,ACTIVE,FALSE,2026-01-01 14:04:41,
300083,24,255,ACTIVE,FALSE,2026-01-01 14:17:41,
300084,24,311,ACTIVE,FALSE,2026-01-01 13:53:41,
300085,25,101,ACTIVE,FALSE,2026-01-01 14:15:28,
300086,25,264,ACTIVE,FALSE,2026-01-01 14:11:28,
300087,25,390,ACTIVE,FALSE,2026-01-01 14:07:28,
300088,26,144,ACTIVE,FALSE,2026-01-01 14:34:55,
300089,26,415,ACTIVE,FALSE,2026-01-01 14:29:55,
300090,26,948,ACTIVE,FALSE,2026-01-01 14:14:55,
300091,26,426,ACTIVE,FALSE,2026-01-01 14:19:55,
300092,26,963,ACTIVE,FALSE,2026-01-01 14:22:55,
300093,27,877,ACTIVE,TRUE,2026-01-01 14:47:31,
300094,27,249,ACTIVE,TRUE,2026-01-01 14:42:31,
300095,27,490,ACTIVE,FALSE,2026-01-01 14:25:31,
300096,28,493,ACTIVE,FALSE,2026-01-01 14:51:24,
300097,28,120,ACTIVE,FALSE,2026-01-01 14:33:24,
300098,29,272,ACTIVE,FALSE,2026-01-01 15:02:03,
300099,29,259,ACTIVE,FALSE,2026-01-01 15:09:03,
300100,29,709,ACTIVE,FALSE,2026-01-01 14:52:03,
300101,29,310,ACTIVE,FALSE,2026-01-01 14:53:03,
300102,29,513,LEFT,FALSE,2026-01-01 14:41:03,2026-01-02 14:41:03
300103,30,594,ACTIVE,FALSE,2026-01-01 15:02:58,
300104,30,671,ACTIVE,FALSE,2026-01-01 15:07:58,
300105,30,296,ACTIVE,FALSE,2026-01-01 14:57:58,
300106,30,751,ACTIVE,FALSE,2026-01-01 14:59:58,
300107,30,442,ACTIVE,FALSE,2026-01-01 15:18:58,
300108,31,874,ACTIVE,TRUE,2026-01-01 15:08:04,
300109,31,128,ACTIVE,FALSE,2026-01-01 15:02:04,
300110,31,284,LEFT,FALSE,2026-01-01 15:26:04,2026-01-02 15:26:04
300111,31,66,ACTIVE,FALSE,2026-01-01 15:01:04,
300112,31,351,ACTIVE,FALSE,2026-01-01 15:09:04,
300113,32,692,ACTIVE,FALSE,2026-01-01 15:21:42,
300114,32,345,ACTIVE,FALSE,2026-01-01 15:12:42,
300115,32,380,ACTIVE,FALSE,2026-01-01 15:25:42,
300116,32,699,ACTIVE,FALSE,2026-01-01 15:11:42,
300117,32,912,ACTIVE,FALSE,2026-01-01 15:33:42,
300118,33,598,ACTIVE,FALSE,2026-01-01 15:47:08,
300119,33,677,ACTIVE,FALSE,2026-01-01 15:46:08,
300120,33,193,ACTIVE,FALSE,2026-01-01 15:33:08,
300121,33,4,ACTIVE,FALSE,2026-01-01 15:50:08,
300122,33,654,ACTIVE,FALSE,2026-01-01 15:44:08,
300123,34,688,ACTIVE,FALSE,2026-01-01 15:33:36,
300124,34,131,ACTIVE,FALSE,2026-01-01 15:58:36,
300125,35,103,ACTIVE,FALSE,2026-01-01 16:05:56,
300126,35,679,ACTIVE,FALSE,2026-01-01 15:46:56,
300127,35,554,ACTIVE,FALSE,2026-01-01 15:49:56,
300128,35,247,ACTIVE,FALSE,2026-01-01 15:58:56,
300129,35,250,ACTIVE,FALSE,2026-01-01 15:51:56,
300130,36,379,ACTIVE,FALSE,2026-01-01 16:20:42,
300131,36,660,ACTIVE,FALSE,2026-01-01 16:18:42,
300132,37,107,ACTIVE,FALSE,2026-01-01 16:03:13,
300133,37,298,ACTIVE,FALSE,2026-01-01 16:04:13,
300134,38,735,ACTIVE,FALSE,2026-01-01 16:28:54,
300135,38,591,ACTIVE,FALSE,2026-01-01 16:35:54,
300136,38,755,ACTIVE,FALSE,2026-01-01 16:27:54,
300137,38,2,ACTIVE,FALSE,2026-01-01 16:28:54,
300138,38,319,ACTIVE,FALSE,2026-01-01 16:37:54,
300139,39,650,ACTIVE,FALSE,2026-01-01 16:47:40,
300140,39,150,ACTIVE,FALSE,2026-01-01 16:43:40,
300141,39,765,LEFT,FALSE,2026-01-01 16:36:40,2026-01-04 16:36:40
300142,39,682,ACTIVE,FALSE,2026-01-01 16:43:40,
300143,40,760,ACTIVE,FALSE,2026-01-01 16:54:44,
300144,40,848,ACTIVE,FALSE,2026-01-01 16:55:44,
300145,40,734,ACTIVE,FALSE,2026-01-01 16:57:44,
300146,41,37,ACTIVE,FALSE,2026-01-01 16:43:23,
300147,41,695,ACTIVE,FALSE,2026-01-01 16:47:23,
300148,41,485,ACTIVE,FALSE,2026-01-01 17:06:23,
300149,41,357,ACTIVE,FALSE,2026-01-01 17:03:23,
300150,41,776,ACTIVE,FALSE,2026-01-01 16:55:23,
300151,42,921,ACTIVE,FALSE,2026-01-01 17:11:56,
300152,42,824,ACTIVE,FALSE,2026-01-01 17:12:56,
300153,42,767,LEFT,FALSE,2026-01-01 17:17:56,2026-01-02 17:17:56
300154,43,998,ACTIVE,FALSE,2026-01-01 17:17:59,
300155,43,486,ACTIVE,FALSE,2026-01-01 17:24:59,
300156,43,184,ACTIVE,FALSE,2026-01-01 17:16:59,
300157,43,968,ACTIVE,FALSE,2026-01-01 17:24:59,
300158,44,341,ACTIVE,FALSE,2026-01-01 17:31:02,
300159,44,886,ACTIVE,FALSE,2026-01-01 17:14:02,
300160,44,838,ACTIVE,FALSE,2026-01-01 17:11:02,
300161,44,666,LEFT,FALSE,2026-01-01 17:33:02,2026-01-04 17:33:02
300162,44,392,ACTIVE,FALSE,2026-01-01 17:23:02,
300163,45,880,ACTIVE,FALSE,2026-01-01 17:50:55,
300164,45,102,ACTIVE,FALSE,2026-01-01 17:33:55,
300165,45,334,ACTIVE,FALSE,2026-01-01 17:36:55,
300166,46,25,ACTIVE,FALSE,2026-01-01 17:52:32,
300167,46,772,ACTIVE,FALSE,2026-01-01 17:31:32,
300168,47,410,ACTIVE,FALSE,2026-01-01 18:01:16,
300169,47,132,ACTIVE,FALSE,2026-01-01 17:42:16,
300170,48,40,ACTIVE,FALSE,2026-01-01 17:58:32,
300171,48,434,LEFT,FALSE,2026-01-01 18:16:32,2026-01-03 18:16:32
300172,48,968,ACTIVE,FALSE,2026-01-01 18:09:32,
300173,49,119,ACTIVE,FALSE,2026-01-01 18:02:59,
300174,49,705,ACTIVE,FALSE,2026-01-01 18:27:59,
300175,49,102,ACTIVE,FALSE,2026-01-01 18:12:59,
300176,50,826,ACTIVE,FALSE,2026-01-01 18:23:58,
300177,50,564,ACTIVE,FALSE,2026-01-01 18:32:58,
300178,51,322,ACTIVE,FALSE,2026-01-01 18:41:44,
300179,51,645,ACTIVE,FALSE,2026-01-01 18:47:44,
300180,52,303,ACTIVE,TRUE,2026-01-01 18:50:25,
300181,52,807,ACTIVE,FALSE,2026-01-01 18:52:25,
300182,52,445,ACTIVE,FALSE,2026-01-01 18:42:25,
300183,52,389,ACTIVE,FALSE,2026-01-01 18:38:25,
300184,53,562,ACTIVE,FALSE,2026-01-01 18:57:20,
300185,53,975,ACTIVE,FALSE,2026-01-01 18:57:20,
300186,53,108,ACTIVE,FALSE,2026-01-01 18:49:20,
300187,53,802,ACTIVE,FALSE,2026-01-01 19:05:20,
300188,53,948,ACTIVE,FALSE,2026-01-01 19:06:20,
300189,54,477,ACTIVE,FALSE,2026-01-01 19:13:18,
300190,54,607,ACTIVE,FALSE,2026-01-01 19:14:18,
300191,54,131,LEFT,FALSE,2026-01-01 19:02:18,2026-01-04 19:02:18
300192,54,266,ACTIVE,FALSE,2026-01-01 19:04:18,
300193,54,10,ACTIVE,FALSE,2026-01-01 19:05:18,
300194,55,528,ACTIVE,FALSE,2026-01-01 19:10:02,
300195,55,313,ACTIVE,FALSE,2026-01-01 19:03:02,
300196,55,651,ACTIVE,FALSE,2026-01-01 19:19:02,
300197,56,251,ACTIVE,FALSE,2026-01-01 19:32:44,
300198,56,828,ACTIVE,FALSE,2026-01-01 19:32:44,
300199,56,896,ACTIVE,TRUE,2026-01-01 19:17:44,
300200,56,11,ACTIVE,FALSE,2026-01-01 19:22:44,
300201,56,986,ACTIVE,FALSE,2026-01-01 19:39:44,
300202,57,394,ACTIVE,FALSE,2026-01-01 19:37:14,
300203,57,988,ACTIVE,FALSE,2026-01-01 19:37:14,
300204,57,173,ACTIVE,FALSE,2026-01-01 19:32:14,
300205,57,691,LEFT,FALSE,2026-01-01 19:38:14,2026-01-02 19:38:14
300206,57,953,ACTIVE,FALSE,2026-01-01 19:29:14,
300207,58,531,ACTIVE,FALSE,2026-01-01 19:51:29,
300208,58,223,ACTIVE,FALSE,2026-01-01 19:59:29,
300209,58,946,ACTIVE,FALSE,2026-01-01 19:50:29,
300210,58,313,ACTIVE,FALSE,2026-01-01 19:42:29,
300211,58,952,ACTIVE,FALSE,2026-01-01 19:46:29,
300212,59,684,ACTIVE,FALSE,2026-01-01 20:02:57,
300213,59,127,ACTIVE,FALSE,2026-01-01 19:52:57,
300214,59,936,ACTIVE,FALSE,2026-01-01 19:55:57,
300215,59,500,ACTIVE,FALSE,2026-01-01 19:41:57,
300216,59,8,ACTIVE,FALSE,2026-01-01 19:50:57,
300217,60,851,ACTIVE,FALSE,2026-01-01 20:06:53,
300218,60,165,ACTIVE,FALSE,2026-01-01 20:16:53,
300219,61,785,ACTIVE,FALSE,2026-01-01 20:05:15,
300220,61,135,ACTIVE,FALSE,2026-01-01 20:08:15,
300221,61,113,ACTIVE,FALSE,2026-01-01 20:20:15,
300222,61,981,ACTIVE,FALSE,2026-01-01 20:03:15,
300223,61,111,ACTIVE,FALSE,2026-01-01 20:06:15,
300224,62,328,ACTIVE,FALSE,2026-01-01 20:26:45,
300225,62,683,ACTIVE,FALSE,2026-01-01 20:17:45,
300226,62,841,ACTIVE,FALSE,2026-01-01 20:15:45,
300227,63,220,ACTIVE,FALSE,2026-01-01 20:23:53,
300228,63,437,ACTIVE,FALSE,2026-01-01 20:41:53,
300229,63,19,ACTIVE,FALSE,2026-01-01 20:37:53,
300230,64,431,ACTIVE,FALSE,2026-01-01 20:44:22,
300231,64,373,ACTIVE,FALSE,2026-01-01 20:31:22,
300232,64,288,ACTIVE,FALSE,2026-01-01 20:46:22,
300233,64,966,ACTIVE,FALSE,2026-01-01 20:46:22,
300234,65,306,ACTIVE,FALSE,2026-01-01 21:08:31,
300235,65,700,ACTIVE,FALSE,2026-01-01 21:04:31,
300236,66,30,ACTIVE,FALSE,2026-01-01 20:54:34,
300237,66,216,ACTIVE,FALSE,2026-01-01 21:09:34,
300238,66,599,ACTIVE,FALSE,2026-01-01 20:53:34,
300239,66,394,ACTIVE,FALSE,2026-01-01 21:15:34,
300240,67,607,ACTIVE,FALSE,2026-01-01 21:09:24,
300241,67,197,ACTIVE,FALSE,2026-01-01 21:23:24,
300242,67,429,ACTIVE,FALSE,2026-01-01 21:30:24,
300243,68,336,ACTIVE,FALSE,2026-01-01 21:29:53,
300244,68,714,LEFT,FALSE,2026-01-01 21:37:53,2026-01-03 21:37:53
300245,68,991,ACTIVE,FALSE,2026-01-01 21:27:53,
300246,68,133,ACTIVE,FALSE,2026-01-01 21:28:53,
300247,69,855,ACTIVE,FALSE,2026-01-01 21:39:49,
300248,69,4,ACTIVE,FALSE,2026-01-01 21:44:49,
300249,69,164,ACTIVE,FALSE,2026-01-01 21:43:49,
300250,70,981,ACTIVE,FALSE,2026-01-01 21:32:15,
300251,70,547,LEFT,FALSE,2026-01-01 21:35:15,2026-01-03 21:35:15
300252,71,130,ACTIVE,FALSE,2026-01-01 21:41:10,
300253,71,844,ACTIVE,FALSE,2026-01-01 21:43:10,
300254,71,216,ACTIVE,FALSE,2026-01-01 22:00:10,
300255,72,987,ACTIVE,FALSE,2026-01-01 22:14:19,
300256,72,844,ACTIVE,TRUE,2026-01-01 22:12:19,
300257,73,590,ACTIVE,FALSE,2026-01-01 22:07:19,
300258,73,891,ACTIVE,FALSE,2026-01-01 22:21:19,
300259,73,642,ACTIVE,FALSE,2026-01-01 22:14:19,
300260,73,650,LEFT,FALSE,2026-01-01 22:06:19,2026-01-03 22:06:19
300261,74,871,ACTIVE,FALSE,2026-01-01 22:16:23,
300262,74,584,ACTIVE,FALSE,2026-01-01 22:37:23,
300263,74,503,ACTIVE,FALSE,2026-01-01 22:13:23,
300264,75,71,ACTIVE,FALSE,2026-01-01 22:46:23,
300265,75,103,ACTIVE,FALSE,2026-01-01 22:24:23,
300266,75,742,ACTIVE,FALSE,2026-01-01 22:25:23,
300267,75,540,ACTIVE,FALSE,2026-01-01 22:41:23,
300268,75,141,ACTIVE,TRUE,2026-01-01 22:46:23,
300269,76,651,ACTIVE,FALSE,2026-01-01 22:55:17,
300270,76,208,ACTIVE,FALSE,2026-01-01 22:46:17,
300271,77,794,ACTIVE,FALSE,2026-01-01 22:44:05,
300272,77,22,ACTIVE,FALSE,2026-01-01 22:54:05,
300273,78,250,ACTIVE,FALSE,2026-01-01 23:11:20,
300274,78,438,LEFT,FALSE,2026-01-01 23:12:20,2026-01-04 23:12:20
300275,78,395,ACTIVE,FALSE,2026-01-01 22:56:20,
300276,79,187,ACTIVE,FALSE,2026-01-01 23:30:44,
300277,79,79,ACTIVE,FALSE,2026-01-01 23:17:44,
300278,79,631,ACTIVE,FALSE,2026-01-01 23:29:44,
300279,79,342,ACTIVE,FALSE,2026-01-01 23:04:44,
300280,80,11,ACTIVE,TRUE,2026-01-01 23:40:15,
300281,80,808,ACTIVE,FALSE,2026-01-01 23:23:15,
300282,81,708,ACTIVE,FALSE,2026-01-01 23:44:25,
300283,81,116,ACTIVE,FALSE,2026-01-01 23:26:25,
300284,82,709,ACTIVE,FALSE,2026-01-01 23:41:27,
300285,82,711,LEFT,FALSE,2026-01-01 23:43:27,2026-01-03 23:43:27
300286,82,997,ACTIVE,FALSE,2026-01-01 23:46:27,
300287,82,424,ACTIVE,FALSE,2026-01-01 23:49:27,
300288,82,617,ACTIVE,FALSE,2026-01-01 23:54:27,
300289,83,764,ACTIVE,FALSE,2026-01-01 23:41:46,
300290,83,209,ACTIVE,FALSE,2026-01-01 23:44:46,
300291,84,198,ACTIVE,FALSE,2026-01-02 00:20:17,
300292,84,472,ACTIVE,FALSE,2026-01-02 00:14:17,
300293,84,148,LEFT,FALSE,2026-01-02 00:03:17,2026-01-05 00:03:17
300294,84,856,ACTIVE,FALSE,2026-01-02 00:02:17,
300295,85,779,ACTIVE,FALSE,2026-01-02 00:28:11,
300296,85,489,ACTIVE,FALSE,2026-01-02 00:08:11,
300297,86,310,ACTIVE,FALSE,2026-01-02 00:15:35,
300298,86,784,LEFT,FALSE,2026-01-02 00:34:35,2026-01-04 00:34:35
300299,86,187,ACTIVE,FALSE,2026-01-02 00:11:35,
300300,87,967,ACTIVE,FALSE,2026-01-02 00:37:30,
300301,87,619,ACTIVE,FALSE,2026-01-02 00:49:30,
300302,88,452,ACTIVE,FALSE,2026-01-02 00:39:25,
300303,88,727,ACTIVE,FALSE,2026-01-02 00:54:25,
300304,88,233,ACTIVE,FALSE,2026-01-02 00:36:25,
300305,88,434,ACTIVE,FALSE,2026-01-02 00:45:25,
300306,89,591,ACTIVE,FALSE,2026-01-02 00:47:48,
300307,89,169,ACTIVE,FALSE,2026-01-02 01:05:48,
300308,89,56,ACTIVE,FALSE,2026-01-02 00:44:48,
300309,89,823,ACTIVE,FALSE,2026-01-02 00:50:48,
300310,89,381,ACTIVE,FALSE,2026-01-02 00:48:48,
300311,90,427,ACTIVE,FALSE,2026-01-02 01:06:37,
300312,90,578,ACTIVE,FALSE,2026-01-02 00:51:37,
300313,91,440,ACTIVE,FALSE,2026-01-02 01:12:16,
300314,91,323,ACTIVE,FALSE,2026-01-02 01:29:16,
300315,91,770,ACTIVE,FALSE,2026-01-02 01:01:16,
300316,92,677,ACTIVE,FALSE,2026-01-02 01:32:28,
300317,92,298,ACTIVE,FALSE,2026-01-02 01:33:28,
300318,93,706,ACTIVE,FALSE,2026-01-02 01:37:29,
300319,93,788,ACTIVE,FALSE,2026-01-02 01:45:29,
300320,93,736,ACTIVE,FALSE,2026-01-02 01:32:29,
300321,94,240,ACTIVE,FALSE,2026-01-02 01:35:41,
300322,94,245,LEFT,FALSE,2026-01-02 01:31:41,2026-01-03 01:31:41
300323,94,214,ACTIVE,FALSE,2026-01-02 01:58:41,
300324,94,626,ACTIVE,FALSE,2026-01-02 02:00:41,
300325,94,622,ACTIVE,FALSE,2026-01-02 01:42:41,
300326,95,153,ACTIVE,FALSE,2026-01-02 02:01:38,
300327,95,485,LEFT,FALSE,2026-01-02 01:52:38,2026-01-04 01:52:38
300328,95,263,ACTIVE,FALSE,2026-01-02 02:10:38,
300329,95,782,ACTIVE,FALSE,2026-01-02 01:51:38,
300330,96,944,ACTIVE,TRUE,2026-01-02 02:11:32,
300331,96,270,ACTIVE,FALSE,2026-01-02 02:08:32,
300332,96,899,ACTIVE,FALSE,2026-01-02 01:56:32,
300333,96,897,ACTIVE,FALSE,2026-01-02 02:18:32,
300334,96,699,ACTIVE,FALSE,2026-01-02 02:11:32,
300335,97,449,ACTIVE,FALSE,2026-01-02 02:30:05,
300336,97,750,ACTIVE,FALSE,2026-01-02 02:03:05,
300337,97,111,LEFT,FALSE,2026-01-02 02:23:05,2026-01-05 02:23:05
300338,98,235,ACTIVE,FALSE,2026-01-02 02:31:28,
300339,98,40,ACTIVE,FALSE,2026-01-02 02:35:28,
300340,98,559,LEFT,FALSE,2026-01-02 02:24:28,2026-01-04 02:24:28
300341,98,160,ACTIVE,FALSE,2026-01-02 02:11:28,
300342,98,972,ACTIVE,FALSE,2026-01-02 02:15:28,
300343,99,939,ACTIVE,FALSE,2026-01-02 02:29:26,
300344,99,893,ACTIVE,FALSE,2026-01-02 02:34:26,
300345,99,430,ACTIVE,FALSE,2026-01-02 02:34:26,
300346,99,538,ACTIVE,FALSE,2026-01-02 02:43:26,
300347,99,220,LEFT,FALSE,2026-01-02 02:47:26,2026-01-03 02:47:26
300348,100,342,ACTIVE,FALSE,2026-01-02 02:50:18,
300349,100,80,ACTIVE,FALSE,2026-01-02 02:54:18,
300350,100,741,ACTIVE,FALSE,2026-01-02 02:35:18,
300351,101,679,ACTIVE,FALSE,2026-01-02 03:07:20,
300352,101,534,ACTIVE,FALSE,2026-01-02 02:44:20,
300353,101,740,ACTIVE,FALSE,2026-01-02 03:03:20,
300354,101,4,ACTIVE,FALSE,2026-01-02 02:52:20,
300355,102,119,ACTIVE,FALSE,2026-01-02 02:51:33,
300356,102,380,ACTIVE,FALSE,2026-01-02 03:13:33,
300357,103,371,ACTIVE,FALSE,2026-01-02 03:25:59,
300358,103,361,LEFT,FALSE,2026-01-02 03:12:59,2026-01-03 03:12:59
300359,103,849,ACTIVE,FALSE,2026-01-02 03:14:59,
300360,103,556,ACTIVE,FALSE,2026-01-02 03:14:59,
300361,103,437,ACTIVE,FALSE,2026-01-02 03:29:59,
300362,104,295,ACTIVE,TRUE,2026-01-02 03:40:45,
300363,104,666,ACTIVE,FALSE,2026-01-02 03:40:45,
300364,105,565,ACTIVE,FALSE,2026-01-02 03:34:07,
300365,105,684,ACTIVE,FALSE,2026-01-02 03:24:07,
300366,106,664,ACTIVE,FALSE,2026-01-02 04:00:30,
300367,106,991,LEFT,FALSE,2026-01-02 03:47:30,2026-01-04 03:47:30
300368,106,813,ACTIVE,FALSE,2026-01-02 03:40:30,
300369,106,936,ACTIVE,FALSE,2026-01-02 03:44:30,
300370,107,565,ACTIVE,FALSE,2026-01-02 03:54:50,
300371,107,344,LEFT,FALSE,2026-01-02 04:01:50,2026-01-04 04:01:50
300372,107,175,ACTIVE,FALSE,2026-01-02 03:59:50,
300373,107,983,LEFT,FALSE,2026-01-02 04:04:50,2026-01-03 04:04:50
300374,108,875,ACTIVE,FALSE,2026-01-02 04:16:53,
300375,108,448,ACTIVE,FALSE,2026-01-02 04:03:53,
300376,108,237,ACTIVE,FALSE,2026-01-02 04:01:53,
300377,109,676,ACTIVE,FALSE,2026-01-02 04:05:48,
300378,109,644,ACTIVE,FALSE,2026-01-02 04:03:48,
300379,110,557,ACTIVE,FALSE,2026-01-02 04:31:54,
300380,110,650,ACTIVE,FALSE,2026-01-02 04:34:54,
300381,110,647,ACTIVE,FALSE,2026-01-02 04:13:54,
300382,110,797,ACTIVE,FALSE,2026-01-02 04:38:54,
300383,110,367,ACTIVE,FALSE,2026-01-02 04:14:54,
300384,111,795,ACTIVE,FALSE,2026-01-02 04:32:50,
300385,111,80,ACTIVE,FALSE,2026-01-02 04:34:50,
300386,112,156,ACTIVE,FALSE,2026-01-02 04:41:28,
300387,112,704,ACTIVE,FALSE,2026-01-02 04:31:28,
300388,112,430,ACTIVE,FALSE,2026-01-02 04:32:28,
300389,113,933,ACTIVE,FALSE,2026-01-02 04:49:16,
300390,113,163,ACTIVE,FALSE,2026-01-02 04:57:16,
300391,114,347,ACTIVE,FALSE,2026-01-02 05:01:56,
300392,114,921,ACTIVE,FALSE,2026-01-02 04:55:56,
300393,115,778,ACTIVE,FALSE,2026-01-02 05:24:58,
300394,115,726,ACTIVE,FALSE,2026-01-02 05:07:58,
300395,115,565,ACTIVE,FALSE,2026-01-02 05:23:58,
300396,115,668,ACTIVE,FALSE,2026-01-02 05:19:58,
300397,116,295,ACTIVE,FALSE,2026-01-02 05:37:44,
300398,116,905,ACTIVE,FALSE,2026-01-02 05:17:44,
300399,116,457,ACTIVE,FALSE,2026-01-02 05:13:44,
300400,116,434,ACTIVE,FALSE,2026-01-02 05:19:44,
300401,116,611,ACTIVE,FALSE,2026-01-02 05:31:44,
300402,117,307,ACTIVE,FALSE,2026-01-02 05:26:09,
300403,117,829,ACTIVE,FALSE,2026-01-02 05:32:09,
300404,117,331,ACTIVE,TRUE,2026-01-02 05:43:09,
300405,118,251,ACTIVE,FALSE,2026-01-02 05:40:55,
300406,118,921,ACTIVE,FALSE,2026-01-02 05:39:55,
300407,118,239,ACTIVE,FALSE,2026-01-02 05:59:55,
300408,118,576,ACTIVE,FALSE,2026-01-02 05:41:55,
300409,119,392,ACTIVE,FALSE,2026-01-02 05:46:29,
300410,119,48,ACTIVE,FALSE,2026-01-02 05:41:29,
300411,119,282,ACTIVE,FALSE,2026-01-02 05:41:29,
300412,119,432,ACTIVE,FALSE,2026-01-02 05:42:29,
300413,119,123,ACTIVE,FALSE,2026-01-02 05:43:29,
